,x_min,y_min,z_min,x_max,y_max,z_max,x_std,y_std,z_std,x_mean,y_mean,z_mean,x_slope,y_slope,z_slope,x_zc,y_zc,z_zc,x_mmd,y_mmd,z_mmd,label,label_subcategory
7,-9427,-13476,17,-8997,-13137,367,58,47,55,-9262,-13267,191,0,0,0,0,0,0,33438,673729,815831,0,STD
8,-9536,-13604,-170,-8697,-13131,349,81,54,76,-9158,-13337,84,0,0,0,0,0,58512,50160,48484,75232,0,STD
9,-10002,-14113,-635,-8233,-12634,1401,233,176,332,-9089,-13369,316,0,0,0,0,0,55168,80265,78587,65231,0,STD
10,-9486,-13489,-159,-8968,-13053,382,78,59,88,-9228,-13268,133,0,0,0,0,0,46810,1043194,284203,229035,0,STD
11,-9539,-13568,-287,-8846,-13033,537,92,69,104,-9209,-13279,110,0,0,0,0,0,36779,735586,68545,51831,0,STD
12,-9779,-13663,-527,-8650,-12875,686,133,90,160,-9150,-13319,117,0,0,0,0,0,33435,75238,61861,66882,0,STD
13,-9342,-13573,-125,-8859,-13164,524,78,61,95,-9129,-13337,127,0,0,0,0,0,23405,51827,48483,575094,0,STD
14,-9552,-13457,-169,-8908,-13085,384,86,56,91,-9196,-13288,193,0,0,0,0,0,16717,202287,205629,135415,0,STD
15,-9969,-13590,-615,-8764,-12760,688,150,107,162,-9195,-13289,87,0,0,0,0,0,70215,65210,68548,73570,0,STD
16,-9675,-13799,-587,-8582,-12944,810,170,121,204,-9145,-13322,103,0,0,0,0,0,63527,526613,546674,546675,0,STD
17,-9673,-13616,-483,-8838,-12896,426,123,91,140,-9201,-13281,37,0,0,0,0,0,101978,45145,1056568,36790,0,STD
18,-9521,-13594,-442,-8797,-12989,524,108,87,164,-9172,-13300,16,0,0,0,0,0,113681,75233,60187,203960,0,STD
19,-9974,-13603,-588,-8887,-12538,1883,166,158,450,-9172,-13279,217,0,0,1,0,0,65199,1852338,1862369,1802186,0,STD
20,-10347,-13739,130,-8224,-12297,2632,373,304,540,-9470,-12928,1569,0,0,0,0,0,0,728901,1125112,952921,0,STD
21,-9606,-13494,213,-8744,-12922,1199,104,78,157,-9163,-13243,773,0,0,0,0,0,0,1098363,142102,46820,0,STD
22,-9515,-13474,380,-8806,-13068,1131,99,63,98,-9118,-13279,791,0,0,0,0,0,0,58516,66872,48487,0,STD
23,-9423,-13527,546,-8764,-13081,1151,96,68,102,-9100,-13286,813,0,0,0,0,0,0,80248,65201,703822,0,STD
24,-9568,-13680,123,-8375,-12906,1374,147,103,182,-9128,-13266,740,0,0,0,0,0,0,912795,917810,31788,0,STD
25,-9394,-13431,474,-8966,-13113,955,69,50,74,-9140,-13265,706,0,0,0,0,0,0,819175,805800,1150188,0,STD
26,-9685,-13638,339,-8566,-12844,1100,149,102,114,-9106,-13281,754,0,0,0,0,0,0,1009759,874344,1073286,0,STD
27,-11666,-14355,-4814,-8392,-11628,1279,357,334,886,-10165,-12423,-2228,0,0,-3,0,0,1671,60273,51897,147243,0,STD
28,-11463,-14275,-3005,-9437,-10601,-1506,201,319,227,-10445,-12211,-2430,0,0,0,0,0,0,230715,31975,158826,0,STD
29,-11185,-12617,-2832,-9979,-11704,-1528,146,105,150,-10338,-12319,-2171,0,0,0,0,0,0,53510,88609,55184,0,STD
30,-11409,-13375,-3255,-9754,-11064,-1507,259,281,292,-10553,-12141,-2251,0,0,0,0,0,0,553363,195612,78593,0,STD
31,-11521,-13142,-2665,-9468,-11234,-465,287,248,325,-10573,-12176,-1801,0,0,0,0,0,0,630266,677075,127074,0,STD
32,-10786,-12526,-1984,-10291,-12024,-1382,69,62,97,-10513,-12231,-1718,0,0,0,0,0,0,757319,229035,463085,0,STD
33,-11584,-12773,-2511,-9692,-11529,-1284,191,163,206,-10595,-12146,-1964,0,0,0,0,0,0,1350804,1417674,302595,0,STD
34,-11008,-12663,-2350,-9945,-11946,-1557,163,125,155,-10474,-12234,-1958,0,0,0,0,0,0,962949,1059912,264143,0,STD
35,-10628,-12426,-2204,-10252,-12121,-1567,59,49,79,-10444,-12258,-1902,0,0,0,0,0,0,297578,1360833,78576,0,STD
36,-10818,-12439,-2221,-10216,-11929,-1554,83,76,104,-10472,-12248,-1847,0,0,0,0,0,0,50157,56842,60187,0,STD
37,-10833,-12421,-2350,-10185,-11979,-1726,72,56,80,-10468,-12233,-1931,0,0,0,0,0,0,668714,658683,553361,0,STD
38,-11169,-12739,-2665,-9909,-11643,-1538,161,137,194,-10489,-12204,-2034,0,0,0,0,0,0,10109,23430,1095020,0,STD
39,-11453,-12770,-2549,-9856,-11546,-1362,214,189,220,-10439,-12233,-2027,0,0,0,0,0,0,737259,25106,897749,0,STD
40,-11118,-13598,-2393,-8567,-11851,985,440,336,896,-9540,-12953,31,0,0,1,0,0,1671,381175,439683,409601,0,STD
41,-9650,-13384,58,-9048,-12863,702,78,62,80,-9329,-13115,441,0,0,0,0,0,0,58515,1623304,76904,0,STD
42,-9550,-13362,211,-8978,-12939,750,70,51,77,-9289,-13145,479,0,0,0,0,0,0,45141,41796,1912522,0,STD
43,-10180,-13590,-977,-8647,-12519,1095,195,153,252,-9304,-13136,350,0,0,0,0,0,13374,48506,183899,314302,0,STD
44,-9766,-13475,-569,-8860,-12642,686,149,117,189,-9363,-13098,178,0,0,0,0,0,41794,727227,812488,708838,0,STD
45,-9940,-13622,-381,-8606,-12669,1135,220,162,293,-9339,-13109,313,0,0,0,0,0,25076,1593212,284205,1407644,0,STD
46,-10129,-13543,-749,-8967,-12508,1101,172,137,355,-9604,-12926,-173,0,0,0,0,0,11702,203961,213991,1210374,0,STD
47,-9907,-13140,-731,-9434,-12682,-113,63,55,74,-9666,-12881,-460,0,0,0,0,0,0,58514,80247,58515,0,STD
48,-10160,-13232,-812,-9255,-12447,-80,109,89,102,-9643,-12896,-454,0,0,0,0,0,0,50161,48488,48487,0,STD
49,-10110,-13252,-940,-9231,-12558,-66,116,97,115,-9636,-12899,-457,0,0,0,0,0,0,56847,66875,63533,0,STD
0,-21353,-9164,-28989,9377,23245,13711,5746,8609,7130,-4292,6248,-9211,-6,-16,-12,31763,28420,13374,549206,509255,320496,0,CSI
0,-11128,-9732,-7907,18254,32661,20966,4311,12855,4784,2149,11511,2083,-1,-14,3,93620,78573,98635,350636,124467,69781,0,JUM
1,-13014,-9967,-13233,16679,32661,23969,5404,13332,5685,1518,9503,2260,0,2,6,113681,101978,133742,702777,918799,778270,0,JUM
2,-17805,-8185,-15312,24819,32661,22764,6008,13232,5402,1586,9478,2831,10,26,-3,125383,90276,127055,48628,277198,1774173,0,JUM
3,-21386,-6398,-13405,24894,32661,23611,6129,13163,6033,1729,9840,2992,-2,0,-5,120368,93620,128727,345826,753316,746534,0,JUM
4,-17551,-6648,-9131,22385,32661,22660,6311,13285,5673,1625,10414,2801,-13,-15,5,118696,83589,128727,965446,199509,139096,0,JUM
0,-30708,-30272,-12451,29215,22513,27229,8187,8084,4675,10947,3992,4082,12,-12,4,26748,13374,21733,80329,140678,103223,1,SDL
1,15563,1107,3973,15831,1358,4286,41,40,49,15696,1244,4116,0,0,0,0,0,0,289219,168850,434664,0,SDL
0,-7992,4615,-27153,9924,24763,1975,2704,4583,4264,298,15051,-5470,-1,-1,-3,61856,0,23405,23396,264909,605887,0,STU
1,-5120,4608,-27285,9776,25192,1041,1921,3614,3475,141,15780,-3486,2,1,4,28420,0,6687,89848,71567,255685,0,STU
0,-7639,8258,-1360,13748,24652,14117,5768,2932,4309,-350,13070,6712,-7,-4,8,11702,0,23405,408476,151351,937999,0,CSI
0,-16078,-22844,-9835,31727,17531,29260,8783,7630,4418,8741,5281,6171,12,-10,6,11702,13374,43466,62412,416564,78909,1,SDL
1,13097,3233,7820,13951,3633,8852,186,70,239,13470,3437,8396,0,0,0,0,0,0,812488,623576,871000,0,SDL
0,-28090,-13405,-12965,-2378,23390,5472,4965,10153,4403,-8974,6969,-1564,7,20,8,0,5015,28420,530579,452879,410002,0,CSO
0,-31666,-30251,-1664,18039,29762,29829,7493,8219,4155,-10232,3401,6909,-10,-13,6,10030,63527,8358,83321,104264,310879,1,SDL
1,-14980,-457,7257,-13914,495,8143,121,118,113,-14317,-4,7828,0,0,0,0,78573,0,28440,180555,208975,0,SDL
0,-12611,-6327,-28773,11489,30097,31473,4236,5919,9510,-3788,7424,7887,-6,-10,13,25076,6687,15046,235287,223661,274186,1,FKL
1,-6863,3447,13877,-6458,3744,14358,68,49,74,-6680,3553,14136,0,0,0,0,0,0,210645,583453,15053,0,FKL
0,-3134,-11783,-3503,20550,18141,16959,5261,9431,6220,3185,8588,5769,-9,17,-11,25076,5015,25076,832886,564185,443495,0,CSO
0,-11361,-20316,-24420,32539,19953,20549,7196,6491,4063,11707,-6460,-1721,10,9,-2,10030,20061,25076,55184,65632,51489,1,SDL
1,15451,-5339,-1710,15734,-4810,-1294,51,70,59,15581,-5071,-1494,0,0,0,0,0,0,48482,528284,1155204,0,SDL
0,-3200,1684,-2535,8628,17388,17730,3742,5290,5892,5074,6699,10823,8,-11,13,5015,0,5015,591930,505123,380036,0,SCH
0,-12213,-11602,-22913,22920,32533,23812,7174,10553,7001,3026,15795,-1150,-5,-8,-7,58512,33435,98635,871708,88667,722053,0,JOG
1,-16256,-8802,-22692,24298,32474,25940,8325,11009,7479,4653,16136,-1255,15,13,27,65199,33435,118696,173652,464920,717175,0,JOG
2,-15815,-13093,-18194,21673,32493,24893,7455,10606,7099,4276,16338,-1317,-8,1,-22,56840,26748,112009,613020,457005,490059,0,JOG
3,-13445,-7810,-16517,20776,32513,23657,7260,10215,7120,4044,16157,-1050,0,-1,-7,56840,26748,113681,1476583,446519,1316308,0,JOG
4,-15867,-6019,-27127,22898,32531,24189,7113,9682,7386,3637,16518,-1574,0,7,9,56840,20061,96963,92141,189530,56402,0,JOG
0,-2785,-11572,-3216,13809,22534,22636,3181,9079,6616,3466,8188,7745,6,-15,12,20061,18389,3343,179649,687949,801202,0,CSI
0,-9960,-6436,-9680,25748,32658,23229,6352,13198,4451,4226,11023,2963,-1,-13,2,76902,41794,88604,1486646,1010515,325991,0,JUM
1,-8759,-6866,-7013,26095,32659,21287,6124,13632,4953,3378,10048,3158,0,3,1,110337,75230,110337,133362,1426580,995115,0,JUM
2,-12386,-8822,-13406,23284,32659,22666,6187,13770,5351,3513,10900,3520,13,23,4,98635,70215,93620,965279,1573697,1431503,0,JUM
3,-8310,-5275,-4544,23866,32658,23555,5100,13570,5230,2462,10389,3493,-11,-26,-8,115353,90276,93620,344223,116676,345532,0,JUM
4,-12340,-5154,-6410,23692,32762,23379,5034,13624,5486,2154,10407,3506,0,1,1,133742,66871,103650,151465,856793,945028,0,JUM
0,3474,-45,-3371,10898,15897,16223,983,4955,6705,6718,7701,9362,1,-9,14,0,3343,1671,239180,476725,645606,0,SCH
0,-6050,-13503,-24765,32266,30736,27058,6388,8153,6651,12565,-254,-2635,12,-16,-8,10030,15046,15046,245418,152024,67639,1,SDL
1,14921,-4111,-5857,15240,-3846,-5493,55,50,57,15101,-3994,-5650,0,0,0,0,0,0,665370,489833,876015,0,SDL
0,-6748,-13459,-5914,17637,28056,14178,6470,8470,4660,5677,9081,5326,-12,14,-5,28420,11702,26748,622382,546581,600507,0,CSO
0,-3321,-6047,-4318,15840,18515,13699,5989,6035,5927,7230,9581,4721,11,-9,8,11702,3343,5015,1265686,523845,1050036,0,CSI
0,-5774,-11463,-4273,30469,23695,31795,6520,5594,4752,7765,7135,8533,10,-9,8,8358,13374,21733,52840,122192,39081,1,SDL
1,11387,5402,9672,11749,5855,10116,61,76,74,11578,5650,9873,0,0,0,0,0,0,1151860,1095019,1096691,0,SDL
0,-5326,8862,-3467,4123,31540,8928,1657,4546,2201,-665,16166,2648,-1,-1,0,48481,0,36779,197496,1264073,229369,0,STN
1,-4874,10169,-2819,4188,31102,8088,1829,3652,2576,768,16355,812,4,3,-3,21733,0,15046,588538,323332,159193,0,STN
0,-6869,-1402,-24135,26094,32559,15176,5522,8617,4891,6625,14376,125,7,10,-17,26748,16717,98635,129644,447656,240626,0,JOG
1,-9644,-1949,-21780,29694,32522,21139,7072,9369,5148,10100,13294,-608,0,-16,18,30092,36779,142101,449762,316180,44486,0,JOG
2,-10193,-6142,-27471,31223,32466,23554,8819,9648,6204,11450,11498,-1422,-5,-7,0,40122,53497,157147,1244497,336578,53694,0,JOG
3,-9802,-7689,-27171,31190,32255,25288,9707,9722,6777,12627,9974,-964,21,23,-6,30092,55168,182224,1219420,141183,797497,0,JOG
4,-10002,-7611,-26973,30840,32148,25484,9635,9594,6821,12591,9871,-1067,-21,-26,9,23405,61856,162163,194911,389886,246386,0,JOG
0,-12067,3408,-2280,5757,28758,20132,2523,5452,3697,-2903,15325,3888,-1,-8,8,46810,0,16717,30766,123009,655723,0,STU
1,-11203,4530,-4477,6554,30067,16438,2811,4639,3896,-2843,15837,2406,0,13,-15,23405,0,33435,154826,495507,223329,0,STU
0,-8363,-31596,-3184,25044,17604,30766,4007,12587,6132,3531,-863,7285,7,-21,11,21733,8358,11702,80789,548883,744718,1,BSC
1,5398,-10274,10412,6380,-9671,11286,136,84,106,5969,-9972,11042,0,0,0,0,0,0,1029820,35112,593484,0,BSC
0,-6910,-859,-18306,919,20927,2010,1690,6164,6638,-2997,11607,-7293,2,11,13,16717,13374,6687,653715,1121979,588819,0,CSO
0,-3920,13558,-527,3164,19105,7032,2134,790,1511,-456,15883,3277,2,0,0,18389,0,16717,1096714,202362,600218,0,STD
1,-8407,9792,-2328,2785,21004,7489,1121,984,1772,-164,16289,1703,0,1,-1,45138,0,20061,244337,38450,127434,0,STD
2,-575,16203,1108,472,16598,1823,161,55,105,-92,16406,1414,0,0,0,66871,0,0,71894,901092,616889,0,STD
3,-848,16016,1232,751,17016,2189,213,93,167,-10,16380,1665,0,0,0,90276,0,0,68561,21756,835893,0,STD
4,-2394,14826,-3260,364,18562,3118,603,355,1963,-614,16349,449,0,0,0,50153,0,6687,102016,48625,586831,0,STD
5,-1805,15454,1231,1641,17282,3657,476,178,232,-755,16293,2233,0,0,0,10030,0,0,1497923,23476,25193,0,STD
6,-7087,13935,-5247,3265,19230,6248,2371,787,2128,-1956,16144,330,-2,0,-3,36779,0,41794,1155250,1237132,414762,0,STD
7,-3648,15823,-1728,-1906,16762,-258,289,135,291,-2645,16274,-972,0,0,0,0,0,0,1207030,68549,1001400,0,STD
8,-3494,15913,-1538,-1582,16795,504,195,103,244,-2309,16329,-1037,0,0,1,0,0,1671,46849,60190,65231,0,STD
9,-5609,14971,-4487,2327,18544,3692,1074,355,2128,-124,16309,-1851,1,0,-2,65199,0,5015,60705,26986,769064,0,STD
10,-1450,13442,-2972,1077,17008,5734,403,482,2695,194,16235,-993,-1,-2,4,41794,0,1671,56896,336047,1646731,0,STD
11,-2543,13262,2672,814,19324,6769,758,790,799,-1285,15842,4161,0,1,1,33435,0,0,1643368,1544741,262502,0,STD
12,-2304,13770,4075,-602,17577,5647,359,535,276,-1512,15608,4740,0,0,0,0,0,0,1175266,254139,524943,0,STD
13,-1965,14973,3671,-473,16264,4834,273,157,200,-1042,15813,4273,1,0,0,0,0,0,845924,51841,453055,0,STD
14,-2235,15324,3605,-396,16263,4589,373,100,124,-905,15902,4020,0,0,0,0,0,0,304270,239067,275846,0,STD
15,-2542,15067,3660,-705,16263,5296,327,181,247,-1475,15826,4095,0,0,0,0,0,0,1723612,21766,1631663,0,STD
16,-2115,14987,3476,-326,16856,5137,243,281,319,-1047,15844,4143,0,0,0,0,0,0,1175266,78596,1126784,0,STD
17,-2080,15230,2970,9,17051,4496,279,211,172,-902,15934,3932,0,0,0,3343,0,0,53537,25142,75245,0,STD
18,-1912,15078,2648,924,16929,4562,397,232,236,-750,15959,3848,0,0,0,16717,0,0,560055,339377,498195,0,STD
19,-3984,13875,2924,-204,17368,5293,722,320,409,-1608,15787,4132,0,0,0,0,0,0,727236,20363,61901,0,STD
20,-1994,15116,2452,1188,16691,4441,603,205,330,-546,16022,3543,0,0,0,13374,0,0,1705224,1111738,115370,0,STD
21,-5055,14699,2916,463,16450,6429,1038,328,863,-1312,15664,4506,0,0,0,13374,0,0,842598,252445,566746,0,STD
22,-1918,15134,3532,254,16568,5641,451,243,611,-567,15636,4876,0,0,0,16717,0,0,887720,881032,857628,0,STD
23,-1179,15021,4019,994,16295,5590,455,167,241,6,15677,4796,0,0,0,43466,0,0,1713581,20101,225696,0,STD
24,-3198,14219,1172,-130,17955,6189,692,490,1185,-1035,15619,4704,0,0,0,0,0,0,643644,469786,220732,0,STD
25,-812,14990,4987,729,15753,6257,377,103,199,-224,15408,5547,0,0,0,26748,0,0,371139,633607,829206,0,STD
26,-2058,13424,723,2742,17624,6869,1049,466,989,846,15531,5044,1,0,0,28420,0,0,237442,274205,249171,0,STD
27,825,15265,4939,2110,15703,5630,250,63,119,1375,15438,5318,0,0,0,0,0,0,1180281,772365,1599899,0,STD
28,233,14511,4463,3020,16421,6401,256,152,143,1277,15369,5523,0,0,0,0,0,0,65259,23482,58544,0,STD
29,-1902,14463,207,3245,17153,6147,715,451,1588,1179,15879,3714,0,0,0,16717,0,0,431351,832553,232454,0,STD
30,1018,15403,4325,1999,15973,4910,159,73,93,1470,15675,4640,0,0,0,0,0,0,718868,18398,287547,0,STD
31,953,15485,4535,1678,15864,5085,132,53,119,1322,15626,4808,0,0,0,0,0,0,412931,60185,484818,0,STD
32,-1450,13636,-541,3407,20687,6912,700,819,1468,1134,15588,4755,0,0,0,16717,0,3343,188974,412991,272602,0,STD
33,436,11770,4179,2013,23245,6561,302,1002,484,1224,15451,5252,0,0,0,0,0,0,327673,32205,262481,0,STD
34,1273,15178,5069,1758,15636,5615,88,52,79,1467,15416,5365,0,0,0,0,0,0,934528,389526,50156,0,STD
35,771,14357,4634,2591,16622,6383,202,235,201,1417,15418,5368,0,0,0,0,0,0,128740,30177,173874,0,STD
36,793,15197,5110,1807,15654,5597,180,52,90,1385,15439,5332,0,0,0,0,0,0,1155204,20066,1277244,0,STD
37,1187,15201,5023,1848,15657,5695,93,53,72,1467,15440,5294,0,0,0,0,0,0,56844,585125,16731,0,STD
38,790,15165,4520,1833,16005,5532,173,101,168,1440,15472,5220,0,0,0,0,0,0,177212,1322382,871000,0,STD
39,-160,14961,2841,3007,16775,5211,447,282,468,1840,15907,3810,0,0,0,3343,0,0,1267217,78594,292572,0,STD
40,-957,11487,3830,2551,23139,7371,618,983,673,1255,15364,5463,0,0,0,6687,0,0,255807,24659,406259,0,STD
41,983,15212,5019,1864,15553,5593,108,39,68,1443,15429,5353,0,0,0,0,0,0,66877,21735,20069,0,STD
42,1381,15306,5108,1719,15528,5484,60,38,56,1534,15438,5294,0,0,0,0,0,0,1574822,40123,810816,0,STD
43,64,13466,4723,2396,17750,6993,370,381,481,1448,15344,5520,0,0,0,0,0,0,506556,65340,387860,0,STD
44,1042,15277,5013,1488,15651,5489,79,56,81,1290,15464,5292,0,0,0,0,0,0,1287275,1971035,1188639,0,STD
45,-1679,11616,-1671,3849,22896,7458,810,1033,2132,1232,15576,4461,0,0,-5,20061,0,15046,110476,71115,157412,0,STD
46,-3666,15139,-3504,3038,17376,-8,919,249,537,110,16435,-2025,-1,0,0,51825,0,0,68870,16866,1347463,0,STD
47,-1302,13198,-3005,4313,21600,6276,1421,839,2871,1257,16172,344,2,0,5,48481,0,15046,1444433,20218,854332,0,STD
48,2028,14063,3627,4377,16428,5481,199,203,217,2795,15421,4896,0,0,0,0,0,0,8682,1161893,36825,0,STD
49,1047,9281,4452,3657,24971,7898,425,1009,382,2433,15185,5604,0,0,0,0,0,0,28539,28177,33612,0,STD
0,-5228,-3710,-21343,2522,16905,3195,1404,7256,6934,-2475,2955,-12537,-2,-15,-15,3343,5015,1671,464821,545391,328587,0,SCH
0,-5468,2362,-20991,12650,30156,4928,3058,5333,3561,3663,15552,-4180,0,0,1,40122,0,43466,1018278,63272,300370,0,STU
1,-2791,6218,-15263,11633,28062,4814,2115,2970,3473,2349,16171,-656,-3,1,3,20061,0,25076,379769,245056,271572,0,STU
0,-6414,-5078,-19696,31362,32641,11779,7089,12383,4043,4451,10926,-511,-6,-2,5,51825,50153,158819,1595330,217287,32566,0,JUM
1,-26972,-4391,-9549,6915,32659,16023,6960,13120,3670,-3315,11158,1756,-8,17,0,50153,50153,130399,923447,1364680,871375,0,JUM
2,-28688,-4992,-6599,6493,32659,17004,6825,13093,4189,-3454,11050,2345,8,-25,-5,53497,60184,95291,218511,1068934,435304,0,JUM
3,-29119,-4388,-11062,7054,32660,20774,8445,13117,4234,-5406,11552,2527,3,-1,0,45138,46810,100307,215376,928580,302600,0,JUM
4,-28103,-2335,-5653,6522,32658,16222,8349,12960,4012,-4976,11387,2524,-2,0,1,43466,46810,110337,87397,647926,75141,0,JUM
0,-7994,3138,-243,9554,23780,17877,5200,4873,5211,-1060,10064,9489,-5,-9,11,16717,0,13374,710725,597184,943061,0,CSI
0,-31014,-31126,-27990,16857,15937,5068,5124,8632,3713,-11156,-170,-6618,-7,-12,-6,6687,56840,16717,352667,430557,35661,1,BSC
1,-14421,-45,-8596,-13918,287,-7958,80,67,97,-14142,124,-8370,0,0,0,0,11702,0,550017,23407,391198,0,BSC
0,-18007,-6782,-27573,21391,32658,14331,6825,11684,5125,1560,15765,-2321,-12,-11,0,51825,26748,93620,220874,788398,773500,0,JOG
1,-18621,-8029,-27094,20089,32660,12106,7222,13281,5529,1674,15505,-1788,14,1,0,55168,36779,122040,1314593,340143,339968,0,JOG
2,-14750,-7482,-26330,18641,32659,13598,6516,12375,5693,1328,16242,-1977,0,6,-2,73558,33435,95291,1404696,217721,496456,0,JOG
